"departureDate","returnDate","price","holiday","daysBeforeDeparture","origin","destination"
17,18,17,"f",180,2,9
17,18,17,"f",179,2,9
17,18,17,"f",178,2,9
17,18,17,"f",177,2,9
17,18,17,"f",176,2,9
17,18,17,"f",175,2,9
17,18,17,"f",174,2,9
17,18,17,"f",173,2,9
17,18,17,"f",172,2,9
17,18,17,"f",171,2,9
17,18,17,"f",170,2,9
17,18,17,"f",169,2,9
17,18,17,"f",168,2,9
17,18,17,"f",167,2,9
17,18,17,"f",166,2,9
17,18,17,"f",165,2,9
17,18,17,"f",164,2,9
17,18,17,"f",163,2,9
17,18,17,"f",162,2,9
17,18,17,"f",161,2,9
17,18,17,"f",160,2,9
17,18,17,"f",159,2,9
17,18,17,"f",158,2,9
17,18,17,"f",157,2,9
17,18,17,"f",156,2,9
17,18,17,"f",155,2,9
17,18,17,"f",154,2,9
17,18,17,"f",153,2,9
17,18,17,"f",152,2,9
17,18,18,"f",151,2,9
17,18,18,"f",150,2,9
17,18,18,"f",149,2,9
17,18,18,"f",148,2,9
17,18,18,"f",147,2,9
17,18,18,"f",146,2,9
17,18,19,"f",145,2,9
17,18,18,"f",144,2,9
17,18,18,"f",143,2,9
17,18,18,"f",142,2,9
17,18,18,"f",141,2,9
17,18,18,"f",140,2,9
17,18,18,"f",139,2,9
17,18,18,"f",138,2,9
17,18,18,"f",137,2,9
17,18,20,"f",136,2,9
17,18,20,"f",135,2,9
17,18,19,"f",134,2,9
17,18,19,"f",133,2,9
17,18,16,"f",132,2,9
17,18,16,"f",131,2,9
17,18,11,"f",130,2,9
17,18,11,"f",129,2,9
17,18,11,"f",128,2,9
17,18,11,"f",127,2,9
17,18,11,"f",126,2,9
17,18,11,"f",125,2,9
17,18,16,"f",124,2,9
17,18,16,"f",123,2,9
17,18,16,"f",122,2,9
17,18,16,"f",121,2,9
17,18,13,"f",120,2,9
17,18,13,"f",119,2,9
17,18,14,"f",118,2,9
17,18,15,"f",117,2,9
17,18,15,"f",116,2,9
17,18,15,"f",115,2,9
17,18,15,"f",114,2,9
17,18,12,"f",113,2,9
17,18,15,"f",112,2,9
17,18,16,"f",111,2,9
17,18,13,"f",110,2,9
17,18,12,"f",109,2,9
17,18,13,"f",108,2,9
17,18,15,"f",107,2,9
17,18,15,"f",106,2,9
17,18,15,"f",105,2,9
17,18,15,"f",104,2,9
17,18,14,"f",103,2,9
17,18,14,"f",102,2,9
17,18,14,"f",101,2,9
17,18,14,"f",100,2,9
17,18,14,"f",99,2,9
17,18,14,"f",98,2,9
17,18,14,"f",97,2,9
17,18,14,"f",96,2,9
17,18,15,"f",95,2,9
17,18,15,"f",94,2,9
17,18,15,"f",93,2,9
17,18,15,"f",92,2,9
17,18,14,"f",91,2,9
17,18,15,"f",90,2,9
17,18,14,"f",89,2,9
17,18,14,"f",88,2,9
17,18,13,"f",87,2,9
17,18,13,"f",86,2,9
17,18,13,"f",85,2,9
17,18,15,"f",84,2,9
17,18,15,"f",83,2,9
17,18,15,"f",82,2,9
17,18,15,"f",81,2,9
17,18,14,"f",80,2,9
17,18,14,"f",79,2,9
17,18,15,"f",78,2,9
17,18,14,"f",77,2,9
17,18,15,"f",76,2,9
17,18,13,"f",75,2,9
17,18,14,"f",74,2,9
17,18,12,"f",73,2,9
17,18,12,"f",72,2,9
17,18,12,"f",71,2,9
17,18,13,"f",70,2,9
17,18,12,"f",69,2,9
17,18,12,"f",68,2,9
17,18,12,"f",67,2,9
17,18,12,"f",66,2,9
17,18,12,"f",65,2,9
17,18,12,"f",64,2,9
17,18,12,"f",63,2,9
17,18,12,"f",62,2,9
17,18,12,"f",61,2,9
17,18,15,"f",60,2,9
17,18,13,"f",59,2,9
17,18,13,"f",58,2,9
17,18,14,"f",57,2,9
17,18,15,"f",56,2,9
17,18,11,"f",55,2,9
17,18,13,"f",54,2,9
17,18,14,"f",53,2,9
17,18,14,"f",52,2,9
17,18,14,"f",51,2,9
17,18,15,"f",50,2,9
17,18,15,"f",49,2,9
17,18,15,"f",48,2,9
17,18,15,"f",47,2,9
17,18,15,"f",46,2,9
17,18,15,"f",45,2,9
17,18,15,"f",44,2,9
17,18,16,"f",43,2,9
17,18,16,"f",42,2,9
17,18,14,"f",41,2,9
17,18,14,"f",40,2,9
17,18,16,"f",39,2,9
17,18,14,"f",38,2,9
17,18,14,"f",37,2,9
17,18,14,"f",36,2,9
17,18,14,"f",35,2,9
17,18,14,"f",34,2,9
17,18,13,"f",33,2,9
17,18,14,"f",32,2,9
17,18,14,"f",31,2,9
17,18,14,"f",30,2,9
17,18,14,"f",29,2,9
17,18,14,"f",28,2,9
17,18,14,"f",27,2,9
17,18,14,"f",26,2,9
17,18,14,"f",25,2,9
17,18,14,"f",24,2,9
17,18,14,"f",23,2,9
17,18,14,"f",22,2,9
17,18,13,"f",21,2,9
17,18,14,"f",20,2,9
17,18,14,"f",19,2,9
17,18,18,"f",18,2,9
17,18,16,"f",17,2,9
17,18,18,"f",16,2,9
17,18,18,"f",15,2,9
17,18,18,"f",14,2,9
17,18,19,"f",13,2,9
17,18,14,"f",12,2,9
17,18,12,"f",11,2,9
17,18,16,"f",10,2,9
17,18,19,"f",9,2,9
17,18,18,"f",8,2,9
17,18,19,"f",7,2,9
17,18,28,"f",6,2,9
17,18,23,"f",5,2,9
17,18,28,"f",4,2,9
17,18,28,"f",3,2,9
17,18,16,"f",2,2,9
17,18,35,"f",1,2,9
17,19,17,"f",180,2,9
17,19,17,"f",179,2,9
17,19,17,"f",178,2,9
17,19,17,"f",177,2,9
17,19,17,"f",176,2,9
17,19,17,"f",175,2,9
17,19,17,"f",174,2,9
17,19,17,"f",173,2,9
17,19,17,"f",172,2,9
17,19,17,"f",171,2,9
17,19,17,"f",170,2,9
17,19,17,"f",169,2,9
17,19,17,"f",168,2,9
17,19,17,"f",167,2,9
17,19,17,"f",166,2,9
17,19,17,"f",165,2,9
17,19,17,"f",164,2,9
17,19,17,"f",163,2,9
17,19,17,"f",162,2,9
17,19,17,"f",161,2,9
17,19,17,"f",160,2,9
17,19,17,"f",159,2,9
17,19,17,"f",158,2,9
17,19,17,"f",157,2,9
17,19,17,"f",156,2,9
17,19,17,"f",155,2,9
17,19,17,"f",154,2,9
17,19,17,"f",153,2,9
17,19,17,"f",152,2,9
17,19,18,"f",151,2,9
17,19,18,"f",150,2,9
17,19,18,"f",149,2,9
17,19,18,"f",148,2,9
17,19,18,"f",147,2,9
17,19,18,"f",146,2,9
17,19,19,"f",145,2,9
17,19,18,"f",144,2,9
17,19,18,"f",143,2,9
17,19,18,"f",142,2,9
17,19,18,"f",141,2,9
17,19,18,"f",140,2,9
17,19,18,"f",139,2,9
17,19,18,"f",138,2,9
17,19,18,"f",137,2,9
17,19,19,"f",136,2,9
17,19,19,"f",135,2,9
17,19,19,"f",134,2,9
17,19,19,"f",133,2,9
17,19,18,"f",132,2,9
17,19,18,"f",131,2,9
17,19,14,"f",130,2,9
17,19,15,"f",129,2,9
17,19,17,"f",128,2,9
17,19,17,"f",127,2,9
17,19,17,"f",126,2,9
17,19,17,"f",125,2,9
17,19,17,"f",124,2,9
17,19,17,"f",123,2,9
17,19,17,"f",122,2,9
17,19,14,"f",121,2,9
17,19,13,"f",120,2,9
17,19,13,"f",119,2,9
17,19,14,"f",118,2,9
17,19,14,"f",117,2,9
17,19,17,"f",116,2,9
17,19,17,"f",115,2,9
17,19,17,"f",114,2,9
17,19,15,"f",113,2,9
17,19,15,"f",112,2,9
17,19,15,"f",111,2,9
17,19,15,"f",110,2,9
17,19,16,"f",109,2,9
17,19,12,"f",108,2,9
17,19,12,"f",107,2,9
